Sr No.,Company Name,Job Title,Salaries Reported,Location,Salary
1,Mu Sigma,Data Scientist,105,Bangalore,648573
2,IBM,Data Scientist,95,Bangalore,1191950
3,Tata Consultancy Services,Data Scientist,66,Bangalore,836874
4,Impact Analytics,Data Scientist,40,Bangalore,669578
5,Accenture,Data Scientist,32,Bangalore,944110
6,Infosys,Data Scientist,30,Bangalore,908764
7,Capgemini,Data Scientist,28,Bangalore,926124
8,Cognizant Technology Solutions,Data Scientist,26,Bangalore,736708
9,Anheuser-Busch InBev,Data Scientist,25,Bangalore,1646721
10,Fractal,Data Scientist,22,Bangalore,1392960
11,Embibe,Data Scientist,20,Bangalore,1404773
12,Amazon,Data Scientist,19,Bangalore,1507343
13,Google,Data Scientist,19,Bangalore,1558095
14,Flipkart,Data Scientist,18,Bangalore,2557843
15,HP Inc.,Data Scientist,16,Bangalore,1510081
16,Wipro,Data Scientist,15,Bangalore,732821
17,Ericsson-Worldwide,Data Scientist,15,Bangalore,1221750
18,MiQ,Data Scientist,15,Bangalore,1739484
19,Deloitte,Data Scientist,14,Bangalore,1124939
20,Microsoft,Data Scientist,14,Bangalore,1630396
21,Genpact,Data Scientist,14,Bangalore,1009436
22,Fresher,Data Scientist,14,Bangalore,550980
23,Société Générale,Data Scientist,13,Bangalore,1870000
24,Flutura,Data Scientist,13,Bangalore,758376
25,Fuzzy Logix,Data Scientist,13,Bangalore,1556575
26,DXC Technology,Data Scientist,12,Bangalore,1194327
27,Jio,Data Scientist,11,Bangalore,1470000
28,Honeywell,Data Scientist,10,Bangalore,1549942
29,Affine,Data Scientist,10,Bangalore,1009436
30,Philips,Data Scientist,9,Bangalore,1541572
31,Bharat Light & Power,Data Scientist,9,Bangalore,811182
32,Antuit,Data Scientist,9,Bangalore,1205874
33,Nielsen,Data Scientist,9,Bangalore,727111
34,[24]7.ai,Data Scientist,9,Bangalore,1923257
35,Fidelity Investments,Data Scientist,9,Bangalore,2143501
36,Myntra,Data Scientist,9,Bangalore,1926965
37,First Student,Data Scientist,9,Bangalore,495252
38,Oracle,Data Scientist,8,Bangalore,1294984
39,Ola,Data Scientist,8,Bangalore,2334960
40,Walmart Global Tech,Data Scientist,8,Bangalore,2267616
41,Tredence,Data Scientist,8,Bangalore,1366992
42,Intel Corporation,Data Scientist,8,Bangalore,1453427
43,Mercedes-Benz Research and Development India,Data Scientist,8,Bangalore,1458032
44,SAP,Data Scientist,8,Bangalore,1730166
45,Wipro Technologies,Data Scientist,8,Bangalore,658109
46,Thoucentric,Data Scientist,8,Bangalore,794460
47,Walmart,Data Scientist,8,Bangalore,2567381
48,Brillio,Data Scientist,8,Bangalore,1637231
49,Great Learning,Data Scientist,7,Bangalore,900000
50,Gramener,Data Scientist,7,Bangalore,902935
51,HCL Technologies,Data Scientist,7,Bangalore,970782
52,Happiest Minds Technologies,Data Scientist,7,Bangalore,1050000
53,Hewlett Packard Enterprise | HPE,Data Scientist,7,Bangalore,2119584
54,Noodle.ai,Data Scientist,7,Bangalore,1687111
55,Cisco Systems,Data Scientist,7,Bangalore,1465641
56,INSOFE,Data Scientist,7,Bangalore,600000
57,Optum,Data Scientist,7,Bangalore,1805869
58,Adobe,Data Scientist,6,Bangalore,2624063
59,ABB,Data Scientist,6,Bangalore,955297
60,EY,Data Scientist,6,Bangalore,761478
61,Swiggy,Data Scientist,6,Bangalore,2805476
62,Subex,Data Scientist,6,Bangalore,969112
63,iNeuron,Data Scientist,6,Bangalore,450979
64,ZS Associates,Data Scientist,6,Bangalore,1338795
65,Robert Bosch India,Data Scientist,6,Bangalore,1040493
66,Scienaptic Systems,Data Scientist,6,Bangalore,1291549
67,FlyNava Technologies,Data Scientist,6,Bangalore,599136
68,Nokia,Data Scientist,6,Bangalore,1663189
69,UnitedHealth Group,Data Scientist,6,Bangalore,1323387
70,Sigmoid Analytics,Data Scientist,6,Bangalore,1246266
71,Idexcel,Data Scientist,6,Bangalore,494147
72,Citi,Data Scientist,5,Bangalore,1892758
73,GE Healthcare,Data Scientist,5,Bangalore,1572054
74,SigTuple,Data Scientist,5,Bangalore,2024533
75,Dell Technologies,Data Scientist,5,Bangalore,1927564
76,iNeuron,Data Scientist,5,Bangalore,800000
77,Ericsson IT Solutions & Services,Data Scientist,5,Bangalore,2009790
78,Aptus Data Labs,Data Scientist,5,Bangalore,831462
79,UniQreate,Data Scientist,5,Bangalore,516323
80,LinkedIn,Data Scientist,5,Bangalore,2333241
81,Apexon,Data Scientist,5,Bangalore,1200000
82,Shadowfax Technologies,Data Scientist,5,Bangalore,2006522
83,Bharti Airtel,Data Scientist,5,Bangalore,2160000
84,Applied Materials,Data Scientist,5,Bangalore,1341316
85,FICO,Data Scientist,5,Bangalore,1634105
86,YouPlus,Data Scientist,5,Bangalore,1389256
87,Mphasis,Data Scientist,5,Bangalore,1000000
88,Target,Data Scientist,5,Bangalore,1231116
89,Gojek,Data Scientist,5,Bangalore,2352941
90,Blueocean Market Intelligence,Data Scientist,5,Bangalore,744551
91,CRED,Data Scientist,5,Bangalore,3014686
92,Rolls-Royce,Data Scientist,5,Bangalore,1357204
93,Curl Analytics,Data Scientist,4,Bangalore,1053196
94,J.P. Morgan,Data Scientist,4,Bangalore,1337606
95,Knowledge Lens,Data Scientist,4,Bangalore,585900
96,IBM,Data Scientist,4,Bangalore,395436
97,ascena,Data Scientist,4,Bangalore,1649930
98,QuantZig,Data Scientist,4,Bangalore,1138060
99,Baker Hughes,Data Scientist,4,Bangalore,1612744
100,Everlytics,Data Scientist,4,Bangalore,432776
101,Siemens,Data Scientist,4,Bangalore,987471
102,ANZ Bank,Data Scientist,4,Bangalore,1512297
103,Lowe's Home Improvement,Data Scientist,4,Bangalore,1752935
104,Nones,Data Scientist,4,Bangalore,1197944
105,Bristlecone,Data Scientist,4,Bangalore,923544
106,Altimetrik,Data Scientist,4,Bangalore,587146
107,Head Digital Works,Data Scientist,4,Bangalore,977543
108,Artivatic Data Labs,Data Scientist,4,Bangalore,649755
109,HDFC Standard Life Insurance,Data Scientist,4,Bangalore,1177531
110,AntWorks,Data Scientist,4,Bangalore,1194925
111,American Express,Data Scientist,4,Bangalore,1693208
112,ITC Infotech,Data Scientist,4,Bangalore,414817
113,Aidetic,Data Scientist,4,Bangalore,704193
114,NeenOpal,Data Scientist,4,Bangalore,590000
115,Knowledge Foundry,Data Scientist,4,Bangalore,1119069
116,Mindtree,Data Scientist,4,Bangalore,669225
117,Nones,Data Scientist,3,Bangalore,1013978
118,TVS Motor Company,Data Scientist,3,Bangalore,1252803
119,XYZ,Data Scientist,3,Bangalore,840000
120,ShieldSquare,Data Scientist,3,Bangalore,761610
121,Tech Data,Data Scientist,3,Bangalore,1200000
122,Publicis Sapient,Data Scientist,3,Bangalore,1670405
123,Hinduja Global Solutions,Data Scientist,3,Bangalore,1284643
124,GE Digital,Data Scientist,3,Bangalore,1653106
125,GlobusSoft,Data Scientist,3,Bangalore,385393
126,MakeMyTrip,Data Scientist,3,Bangalore,1200000
127,Artificial Learning Systems,Data Scientist,3,Bangalore,1124740
128,Dailyhunt,Data Scientist,3,Bangalore,2600000
129,Draup,Data Scientist,3,Bangalore,1859109
130,SwitchOn,Data Scientist,3,Bangalore,669785
131,PwC,Data Scientist,3,Bangalore,1205874
132,Innodatatics,Data Scientist,3,Bangalore,128460
133,Robert Bosch,Data Scientist,3,Bangalore,1180355
134,Two Roads Tech,Data Scientist,3,Bangalore,3812913
135,ExxonMobil,Data Scientist,3,Bangalore,2873437
136,Bidgely,Data Scientist,3,Bangalore,1438481
137,IQVIA,Data Scientist,3,Bangalore,899123
138,ShareChat,Data Scientist,3,Bangalore,2300000
139,Course5 Intelligence,Data Scientist,3,Bangalore,825077
140,MAERSK,Data Scientist,3,Bangalore,2207174
141,Caterpillar,Data Scientist,3,Bangalore,1526335
142,Bepec Solutions,Data Scientist,3,Bangalore,600000
143,NetApp,Data Scientist,3,Bangalore,2875549
144,Exposys Data Labs,Data Scientist,3,Bangalore,433440
145,Spoonshot,Data Scientist,3,Bangalore,1615535
146,InMobi,Data Scientist,3,Bangalore,1700000
147,Swiss Re,Data Scientist,3,Bangalore,1352802
148,TheMathCompany,Data Scientist,3,Bangalore,600000
149,Shell,Data Scientist,3,Bangalore,2148775
150,Flip Robo,Data Scientist,3,Bangalore,306972
151,HCL,Data Scientist,3,Bangalore,347924
152,upGrad,Data Scientist,3,Bangalore,1284643
153,Legato Health Technologies,Data Scientist,3,Bangalore,1200000
154,Terra Economics and Analytics Lab,Data Scientist,3,Bangalore,720000
155,HDFC Bank,Data Scientist,3,Bangalore,1105385
156,Halodoc,Data Scientist,3,Bangalore,1879205
157,Analytical Wizards,Data Scientist,3,Bangalore,600000
158,PayPal,Data Scientist,3,Bangalore,273000
159,GE,Data Scientist,3,Bangalore,1007628
160,Manthan,Data Scientist,3,Bangalore,1254416
161,Visa Inc.,Data Scientist,3,Bangalore,324000
162,Tech Mahindra,Data Scientist,3,Bangalore,1500000
163,Data Semantics,Data Scientist,3,Bangalore,362209
164,GE Aviation,Data Scientist,3,Bangalore,1349689
165,Landmark Group,Data Scientist,3,Bangalore,1605804
166,Neustar,Data Scientist,3,Bangalore,1923665
167,Axis Bank,Data Scientist,3,Bangalore,1171687
168,Comviva,Data Scientist,3,Bangalore,900000
169,iQuanti,Data Scientist,3,Bangalore,2046452
170,Mercedes-Benz International,Data Scientist,2,Bangalore,1118808
171,Zoom Video Communications,Data Scientist,2,Bangalore,2839076
172,Money View,Data Scientist,2,Bangalore,1438576
173,nference,Data Scientist,2,Bangalore,1930235
174,KrazyBee,Data Scientist,2,Bangalore,1149607
175,Applied Materials,Data Scientist,2,Bangalore,1407768
176,Mavenir,Data Scientist,2,Bangalore,961306
177,Molecular Connections,Data Scientist,2,Bangalore,516564
178,Yodlee,Data Scientist,2,Bangalore,2315641
179,NovelSynth Soft Solutions,Data Scientist,2,Bangalore,245580
180,Locus,Data Scientist,2,Bangalore,2472920
181,IVYTEL Technologies,Data Scientist,2,Bangalore,496798
182,Sumyag,Data Scientist,2,Bangalore,770664
183,Wabtec,Data Scientist,2,Bangalore,2420967
184,VMware,Data Scientist,2,Bangalore,2079353
185,Wipro Digital,Data Scientist,2,Bangalore,1207396
186,Zycus,Data Scientist,2,Bangalore,904464
187,Tyson Foods,Data Scientist,2,Bangalore,1825549
188,OceanFrogs,Data Scientist,2,Bangalore,444048
189,Lenovo,Data Scientist,2,Bangalore,1917242
190,Tata,Data Scientist,2,Bangalore,1612292
191,Simplilearn Solutions,Data Scientist,2,Bangalore,761760
192,Dun & Bradstreet,Data Scientist,2,Bangalore,182028
193,AlmaBetter,Data Scientist,2,Bangalore,729193
194,CreditNirvana,Data Scientist,2,Bangalore,1245989
195,DONE by NONE,Data Scientist,2,Bangalore,750734
196,Accentue,Data Scientist,2,Bangalore,1319401
197,SymphonyAI,Data Scientist,2,Bangalore,462720
198,First Student,Data Scientist,2,Bangalore,501000
199,Datamatics Global Services,Data Scientist,2,Bangalore,1223165
200,Razorpay,Data Scientist,2,Bangalore,1423985
201,NTT Ltd.,Data Scientist,2,Bangalore,1611876
202,mfine,Data Scientist,2,Bangalore,2050962
203,Marlabs,Data Scientist,2,Bangalore,1304028
204,Optum Global Solutions,Data Scientist,2,Bangalore,1213107
205,Reckonsys,Data Scientist,2,Bangalore,1333764
206,Apisero,Data Scientist,2,Bangalore,950000
207,Aruba Networks,Data Scientist,2,Bangalore,1518492
208,Intellicar,Data Scientist,2,Bangalore,1327250
209,ORMAE,Data Scientist,2,Bangalore,202344
210,CROPIN TECHNOLOGY SOLUTIONS,Data Scientist,2,Bangalore,225960
211,Belong,Data Scientist,2,Bangalore,1433532
212,Mobile Premier League,Data Scientist,2,Bangalore,2404581
213,Smiths Detection,Data Scientist,2,Bangalore,1560483
214,Shubh Loans,Data Scientist,2,Bangalore,996878
215,TCS,Data Scientist,2,Bangalore,3532356
216,Fresher,Data Scientist,2,Bangalore,703427
217,Aditya Birla Group,Data Scientist,2,Bangalore,1635202
218,Morgan Stanley,Data Scientist,2,Bangalore,1299238
219,Publicis Sapient,Data Scientist,2,Bangalore,396600
220,DataVal Analytics,Data Scientist,2,Bangalore,695052
221,Thomson Reuters,Data Scientist,2,Bangalore,1532945
222,Numerify,Data Scientist,2,Bangalore,2530666
223,Kabbage,Data Scientist,2,Bangalore,2065471
224,Loyalytics Consulting,Data Scientist,2,Bangalore,712128
225,Monsanto Company,Data Scientist,2,Bangalore,1975970
226,FOKAL,Data Scientist,2,Bangalore,1085362
227,Sutherland,Data Scientist,2,Bangalore,1064862
228,Hypersonix (CA),Data Scientist,2,Bangalore,3146934
229,Boeing,Data Scientist,2,Bangalore,2266312
230,Utopus Insights,Data Scientist,2,Bangalore,1163045
231,Apple,Data Scientist,2,Bangalore,857370
232,GetupForChange Services,Data Scientist,2,Bangalore,681696
233,MIQ Logistics,Data Scientist,2,Bangalore,601398
234,Zendrive,Data Scientist,2,Bangalore,1574844
235,Honeywell,Data Scientist,2,Bangalore,841368
236,Paytm,Data Scientist,2,Bangalore,549688
237,Unilever,Data Scientist,2,Bangalore,1705561
238,Conduent,Data Scientist,2,Bangalore,846242
239,3K Technologies,Data Scientist,2,Bangalore,798116
240,DONE by NONE,Data Scientist,2,Bangalore,180396
241,Netenrich Inc.,Data Scientist,2,Bangalore,1164765
242,Majorel,Data Scientist,2,Bangalore,1347252
243,Polynomial.Ai,Data Scientist,2,Bangalore,500036
244,HARMAN,Data Scientist,2,Bangalore,638755
245,Mbb Labs,Data Scientist,2,Bangalore,1204704
246,Analytics Vidhya,Data Scientist,2,Bangalore,152652
247,KPMG,Data Scientist,2,Bangalore,874565
248,Inference Labs,Data Scientist,2,Bangalore,637284
249,Cartesian Consulting,Data Scientist,2,Bangalore,954426
250,ZedEye Labs,Data Scientist,2,Bangalore,933816
251,McAfee,Data Scientist,2,Bangalore,1181838
252,Zinnov Management Consulting,Data Scientist,2,Bangalore,1068503
253,Microsoft,Data Scientist,2,Bangalore,1006284
254,Simpl,Data Scientist,2,Bangalore,1962841
255,Unisys,Data Scientist,2,Bangalore,1104704
256,Shaw Academy,Data Scientist,2,Bangalore,1433708
257,Rakuten,Data Scientist,2,Bangalore,1929554
258,Blue Yonder,Data Scientist,2,Bangalore,2184214
259,SalesKen,Data Scientist,2,Bangalore,1039792
260,Danske IT and Support Services,Data Scientist,2,Bangalore,831774
261,Samsung Electronics,Data Scientist,2,Bangalore,2197572
262,Sonata Software,Data Scientist,2,Bangalore,627332
263,Merck KGaA,Data Scientist,2,Bangalore,827767
264,GE,Data Scientist,2,Bangalore,400800
265,InViz AI Solutions,Data Scientist,2,Bangalore,776836
266,Sumyag,Data Scientist,2,Bangalore,354240
267,Samsung R&D Institute India - Bangalore,Data Scientist,2,Bangalore,1975545
268,Quess,Data Scientist,2,Bangalore,781491
269,QuEST Global,Data Scientist,2,Bangalore,1408375
270,Ong & Shan,Data Scientist,2,Bangalore,87840
271,PayU,Data Scientist,2,Bangalore,2018938
272,Encora,Data Scientist,2,Bangalore,1256429
273,Tata Consultancy Services,Data Scientist,2,Bangalore,1427832
274,Accenture,Data Scientist,2,Bangalore,715272
275,Walmart eCommerce,Data Scientist,2,Bangalore,2923356
276,Nivetti Systems,Data Scientist,2,Bangalore,747000
277,Prescience,Data Scientist,2,Bangalore,1437318
278,Thoughtworks,Data Scientist,2,Bangalore,865467
279,Prognos Health,Data Scientist,2,Bangalore,1588164
280,TECH I.S,Data Scientist,2,Bangalore,793932
281,Virtusa,Data Scientist,2,Bangalore,481741
282,Zeta Suite,Data Scientist,2,Bangalore,1277486
283,Halliburton,Data Scientist,2,Bangalore,820544
284,Apar Technologies,Data Scientist,2,Bangalore,1624875
285,DataMites,Data Scientist,2,Bangalore,529123
286,Cerner,Data Scientist,2,Bangalore,1392815
287,Juniper Networks,Data Scientist,2,Bangalore,2561949
288,Idexcel,Data Scientist,2,Bangalore,709784
289,L&T Technology Services,Data Scientist,2,Bangalore,555530
290,Tiger Analytics,Data Scientist,2,Bangalore,631299
291,Capital One,Data Scientist,2,Bangalore,1588612
292,Zeotap,Data Scientist,2,Bangalore,902280
293,Bright Money,Data Scientist,2,Bangalore,2739727
294,Hakkasan Group,Data Scientist,1,Bangalore,589007
295,Thoucentric,Data Scientist,1,Bangalore,480000
296,SelfEmployed.com,Data Scientist,1,Bangalore,601956
297,The Smart Cube,Data Scientist,1,Bangalore,1003261
298,Standard Chartered Global Business Services,Data Scientist,1,Bangalore,2682633
299,Ambee (India),Data Scientist,1,Bangalore,920903
300,Intuit,Data Scientist,1,Bangalore,3095345
301,Diageo,Data Scientist,1,Bangalore,1659175
302,Robosoft Technologies,Data Scientist,1,Bangalore,128460
303,Perpule,Data Scientist,1,Bangalore,1292428
304,WyzMindz,Data Scientist,1,Bangalore,421444
305,Tavant,Data Scientist,1,Bangalore,561186
306,Nabler Web Solutions,Data Scientist,1,Bangalore,811182
307,Mahindra,Data Scientist,1,Bangalore,1079751
308,noon,Data Scientist,1,Bangalore,608387
309,Biocon,Data Scientist,1,Bangalore,507740
310,Snipe Tech Pvt Ltd.,Data Scientist,1,Bangalore,399840
311,dAlchemy,Data Scientist,1,Bangalore,600000
312,Hewlett-Packard,Data Scientist,1,Bangalore,2204142
313,WayCool Foods & Products,Data Scientist,1,Bangalore,830984
314,Ithink Technologies,Data Scientist,1,Bangalore,313195
315,The Goddard School,Data Scientist,1,Bangalore,300000
316,Volvo Group,Data Scientist,1,Bangalore,1200000
317,Freshers.com,Data Scientist,1,Bangalore,554844
318,Exalca Technologies,Data Scientist,1,Bangalore,353277
319,Shenzyn,Data Scientist,1,Bangalore,588795
320,Happay,Data Scientist,1,Bangalore,5501040
321,Panasonic,Data Scientist,1,Bangalore,1924646
322,Spottabl,Data Scientist,1,Bangalore,321161
323,NightLight Pediatric Urgent Care,Data Scientist,1,Bangalore,660000
324,Ankit R Jain & Associates,Data Scientist,1,Bangalore,600000
325,subodh singh,Data Scientist,1,Bangalore,1203913
326,Trinity Mobility,Data Scientist,1,Bangalore,636742
327,CronLabs Solutions,Data Scientist,1,Bangalore,370227
328,SOTI,Data Scientist,1,Bangalore,703427
329,CoRover,Data Scientist,1,Bangalore,1999227
330,iOPEX Technologies,Data Scientist,1,Bangalore,750000
331,Alfonso & Associates Consulting,Data Scientist,1,Bangalore,3530641
332,iQuanti,Data Scientist,1,Bangalore,361764
333,EdgeVerve Systems,Data Scientist,1,Bangalore,1148909
334,Cimpress,Data Scientist,1,Bangalore,502448
335,Affle,Data Scientist,1,Bangalore,933286
336,Qualcomm,Data Scientist,1,Bangalore,1541568
337,Monty Telecom Development,Data Scientist,1,Bangalore,683496
338,Philips Lighting,Data Scientist,1,Bangalore,1023226
339,ABC,Data Scientist,1,Bangalore,2000000
340,Vervenest,Data Scientist,1,Bangalore,341109
341,Avail Finance,Data Scientist,1,Bangalore,250560
342,YDI Solutions,Data Scientist,1,Bangalore,366410
343,AIEnterprise,Data Scientist,1,Bangalore,712525
344,GE Power,Data Scientist,1,Bangalore,1269350
345,GLOBALFOUNDRIES,Data Scientist,1,Bangalore,902940
346,Applied Data Finance,Data Scientist,1,Bangalore,495660
347,Ramus Musik,Data Scientist,1,Bangalore,800000
348,Trendwise Analytics,Data Scientist,1,Bangalore,481017
349,Anonymous,Data Scientist,1,Bangalore,1070536
350,DocOn Technologies,Data Scientist,1,Bangalore,2141072
351,HackerEarth,Data Scientist,1,Bangalore,1688220
352,Quadrant 4 Systems,Data Scientist,1,Bangalore,1026478
353,MARS WEB Solution,Data Scientist,1,Bangalore,1031782
354,Verizon,Data Scientist,1,Bangalore,1004895
355,LivNSense,Data Scientist,1,Bangalore,410994
356,Inflexion Analytics,Data Scientist,1,Bangalore,601957
357,Arcadix,Data Scientist,1,Bangalore,634675
358,Algebra Software Analytics,Data Scientist,1,Bangalore,1078947
359,Vedantu,Data Scientist,1,Bangalore,700000
360,Automation Anywhere,Data Scientist,1,Bangalore,3200000
361,yellow.ai,Data Scientist,1,Bangalore,410994
362,IBM Interactive Experience,Data Scientist,1,Bangalore,803916
363,TEKsystems,Data Scientist,1,Bangalore,1134960
364,Acalvio,Data Scientist,1,Bangalore,2442736
365,Nucleus Software Exports,Data Scientist,1,Bangalore,306968
366,Genesis Group Software Developers,Data Scientist,1,Bangalore,207746
367,PokerStars,Data Scientist,1,Bangalore,208801
368,XYZ,Data Scientist,1,Bangalore,2676340
369,The Self Employed Association,Data Scientist,1,Bangalore,342781
370,AJIO,Data Scientist,1,Bangalore,180000
,,,,,
372,Bounce,Data Scientist,1,Bangalore,1855822
373,Goldman Sachs,Data Scientist,1,Bangalore,1465644
374,Algo8.ai,Data Scientist,1,Bangalore,146564
375,Saisree Engineers,Data Scientist,1,Bangalore,450000
376,Xenon Automotive,Data Scientist,1,Bangalore,425088
377,Wipro,Data Scientist,1,Bangalore,307944
378,ALTEN,Data Scientist,1,Bangalore,1461604
379,Diverse Lynx,Data Scientist,1,Bangalore,1102652
380,Hyperthink Systems,Data Scientist,1,Bangalore,1003261
381,TBM Technologies Pvt,Data Scientist,1,Bangalore,502448
382,Red Hat,Data Scientist,1,Bangalore,990712
383,Adobe,Data Scientist,1,Bangalore,1216776
384,Altimetrik,Data Scientist,1,Bangalore,546456
385,Informatica,Data Scientist,1,Bangalore,742332
386,Falabella,Data Scientist,1,Bangalore,1605217
387,Toastmasters International,Data Scientist,1,Bangalore,818581
388,KYC Hub,Data Scientist,1,Bangalore,202796
389,National Institute of Technology Karnataka,Data Scientist,1,Bangalore,514600
390,Texas Instruments,Data Scientist,1,Bangalore,1176880
391,Blackstraw,Data Scientist,1,Bangalore,1000000
392,G2,Data Scientist,1,Bangalore,1605804
393,EdGe Networks,Data Scientist,1,Bangalore,1832052
394,Ultramatics,Data Scientist,1,Bangalore,214107
395,MResult Services,Data Scientist,1,Bangalore,562370
396,Vumonic Technologies,Data Scientist,1,Bangalore,131232
397,Dexler Information Solutions,Data Scientist,1,Bangalore,1687111
398,SenSight Technologies,Data Scientist,1,Bangalore,179856
399,Fractal Systems,Data Scientist,1,Bangalore,2141072
400,Grofers,Data Scientist,1,Bangalore,1558095
401,Utopia,Data Scientist,1,Bangalore,1051532
402,Simple Lecture,Data Scientist,1,Bangalore,502448
403,Yes Bank,Data Scientist,1,Bangalore,619584
404,Yes Bank,Data Scientist,1,Bangalore,1205880
405,TAG Solutions,Data Scientist,1,Bangalore,1462163
406,Tesla,Data Scientist,1,Bangalore,1574637
407,UnitedHealth Group,Data Scientist,1,Bangalore,325080
408,Bestintown Analytics,Data Scientist,1,Bangalore,283392
409,Salim Group,Data Scientist,1,Bangalore,269940
410,BRIDGEi2i,Data Scientist,1,Bangalore,1306364
411,Defence Research & Development Organisation,Data Scientist,1,Bangalore,475188
412,dataZen Engineering,Data Scientist,1,Bangalore,184176
413,UnitedHealthCare,Data Scientist,1,Bangalore,825425
414,SelotSoft,Data Scientist,1,Bangalore,1972136
415,T-Mobile,Data Scientist,1,Bangalore,1023226
416,ICICI Bank,Data Scientist,1,Bangalore,17082551
417,CROPIN TECHNOLOGY SOLUTIONS,Data Scientist,1,Bangalore,697908
418,Stayzilla,Data Scientist,1,Bangalore,1465641
419,BITS Pilani,Data Scientist,1,Bangalore,5742016
420,Hashworks,Data Scientist,1,Bangalore,16122060
421,Noodle.ai,Data Scientist,1,Bangalore,321156
422,Citicorp Services India,Data Scientist,1,Bangalore,1083371
423,Persistent Networks,Data Scientist,1,Bangalore,148608
424,Atkins,Data Scientist,1,Bangalore,1600000
425,Techstar Consulting,Data Scientist,1,Bangalore,1031782
426,Nhai,Data Scientist,1,Bangalore,982296
427,The Data Team,Data Scientist,1,Bangalore,646214
428,Decision Minds,Data Scientist,1,Bangalore,1822656
429,SeedOlabs,Data Scientist,1,Bangalore,498832
430,Symphony Teleca,Data Scientist,1,Bangalore,852479
431,Artigiani,Data Scientist,1,Bangalore,716258
432,PSG College of Technology,Data Scientist,1,Bangalore,1238138
433,Opia Labs,Data Scientist,1,Bangalore,2106848
434,Midcoast Regional Redevelopment Authority,Data Scientist,1,Bangalore,619069
435,Datamatics Global Services,Data Scientist,1,Bangalore,337422
436,Customer Centria,Data Scientist,1,Bangalore,444272
437,Raju Tech,Data Scientist,1,Bangalore,600000
438,Adecco,Data Scientist,1,Bangalore,1349689
439,Rplus Analytics,Data Scientist,1,Bangalore,3808049
440,ExperienceFlow,Data Scientist,1,Bangalore,711000
441,Kubric,Data Scientist,1,Bangalore,1832052
442,Praktice Ai,Data Scientist,1,Bangalore,390096
443,BitLogic Software,Data Scientist,1,Bangalore,400000
444,Yottaasys,Data Scientist,1,Bangalore,1472145
445,Nxtra Data,Data Scientist,1,Bangalore,241176
446,Instamojo,Data Scientist,1,Bangalore,3808049
447,TheMathCompany,Data Scientist,1,Bangalore,1444788
448,IQLECT,Data Scientist,1,Bangalore,133284
449,The Teaching Company,Data Scientist,1,Bangalore,243360
450,qwerty12,Data Scientist,1,Bangalore,1220411
451,Institute of Engineering & Management,Data Scientist,1,Bangalore,1708322
452,National Centre for Biological Sciences,Data Scientist,1,Bangalore,425761
453,Vsoft,Data Scientist,1,Bangalore,464302
454,Symbiosis Institute of Computer Studies and Research,Data Scientist,1,Bangalore,500000
455,TheMathCompany,Data Scientist,1,Bangalore,578857
456,Alackrity Consols,Data Scientist,1,Bangalore,404424
457,Neudesic,Data Scientist,1,Bangalore,991803
458,Ravid & Associates,Data Scientist,1,Bangalore,900000
459,Flip Robo,Data Scientist,1,Bangalore,245580
460,DONE by NONE,Data Scientist,1,Bangalore,619068
461,KPMG,Data Scientist,1,Bangalore,230952
462,SPS Commerce,Data Scientist,1,Bangalore,360000
463,Mad Street Den Systems,Data Scientist,1,Bangalore,672260
464,CENTURYLINK,Data Scientist,1,Bangalore,1399929
465,Educational Initiatives,Data Scientist,1,Bangalore,1307815
466,RS Software,Data Scientist,1,Bangalore,621103
467,Happiest Minds Technologies,Data Scientist,1,Bangalore,782543
468,Hdfc,Data Scientist,1,Bangalore,497748
469,HDFC Standard Life,Data Scientist,1,Bangalore,829587
470,Fresher,Data Scientist,1,Bangalore,600000
471,AgEye Technologies,Data Scientist,1,Bangalore,518492
472,Ivanti,Data Scientist,1,Bangalore,1284643
473,Digital Trainee,Data Scientist,1,Bangalore,2034018
474,Datafoundry,Data Scientist,1,Bangalore,1158483
475,Enterprise Bot,Data Scientist,1,Bangalore,1306364
476,Navriti Technologies,Data Scientist,1,Bangalore,261756
477,ABCDEF,Data Scientist,1,Bangalore,455555
478,Artefact,Data Scientist,1,Bangalore,1031782
479,Toptal,Data Scientist,1,Bangalore,720000
480,Altisource,Data Scientist,1,Bangalore,1321256
481,XYX (UK),Data Scientist,1,Bangalore,800000
482,Atlassian,Data Scientist,1,Bangalore,2200000
483,SunEdison,Data Scientist,1,Bangalore,1637162
484,Fellowship.AI,Data Scientist,1,Bangalore,3115175
485,Sonasoft,Data Scientist,1,Bangalore,1348080
486,Manthan Studio,Data Scientist,1,Bangalore,1051532
487,INEOS,Data Scientist,1,Bangalore,400000
488,Trell,Data Scientist,1,Bangalore,1926960
489,Equifax,Data Scientist,1,Bangalore,1031782
490,Fresherworld.com,Data Scientist,1,Bangalore,6164916
491,Maybank,Data Scientist,1,Bangalore,1490281
492,[24]7.ai,Data Scientist,1,Bangalore,1027716
493,Data Sutram,Data Scientist,1,Bangalore,588795
494,Tableau Software,Data Scientist,1,Bangalore,1070536
495,ABC Consultants,Data Scientist,1,Bangalore,4282144
496,Abbott,Data Scientist,1,Bangalore,1124740
497,Innoviti,Data Scientist,1,Bangalore,269940
498,QUILT.AI,Data Scientist,1,Bangalore,1381355
499,Firstsource Solutions,Data Scientist,1,Bangalore,1534839
